fecha,codigo,facultad,area,materia,seccion,horario,dias,evaluacion,tipo,inscritos,examinados,modalidad
2022-02-16,PSEX-H,Facultad de Ciencias Sociales,PSICOLOGIA,PSICOLOGÍA EXPERIMENTAL,01,06:30-08:00,Mie-Sab,PRIMERA,ORDINARIA,49,45,EN LINEA
2022-02-16,INGC5-I,Facultad de Ciencias Sociales,IDIOMAS,INGLÉS PARA COMUNICACIONES V,01,06:30-08:00,Lu-Mie-Vie,PRIMERA,ORDINARIA,19,19,EN LINEA
2022-02-16,PPT1-H,Facultad de Ciencias Sociales,PSICOLOGIA,PSICO-PATOLOGÍA I,01,06:30-08:00,Mie-Sab,PRIMERA,ORDINARIA,84,82,EN LINEA
2022-02-16,REA1-A,Facultad de Ciencias Sociales,ANTROPOLOGIA,REALIDAD NACIONAL,03,06:30-08:00,Mie-Sab,PRIMERA,ORDINARIA,75,65,EN LINEA
2022-02-16,OCOM-I,Facultad de Informática y Ciencias Aplicadas,INFORMATICA,ORGANIZACIÓN DE LAS COMPUTADORAS,01,06:30-08:00,Mie-Sab,PRIMERA,ORDINARIA,36,35,EN LINEA
2022-02-16,EPRO-AC,Facultad de Ciencias Sociales,ANTROPOLOGIA,ÉTICA,02,06:30-08:00,Mie-Sab,PRIMERA,ORDINARIA,91,88,EN LINEA
2022-02-16,IB1-H,Facultad de Ciencias Sociales,IDIOMAS,INGLÉS BÁSICO I,01,06:30-08:00,Lu-Mie-Vie,PRIMERA,ORDINARIA,77,68,EN LINEA
2022-02-16,II2-H,Facultad de Ciencias Sociales,IDIOMAS,INGLÉS INTERMEDIO II,01,06:30-08:00,Lu-Mie-Vie,PRIMERA,ORDINARIA,41,39,EN LINEA
2022-02-16,INI5-I,Facultad de Ciencias Sociales,IDIOMAS,INGLÉS PARA NEGOCIOS V,01,06:30-08:00,Lu-Mie-Vie,PRIMERA,ORDINARIA,27,27,EN LINEA
2022-02-16,INT5-I,Facultad de Ciencias Sociales,IDIOMAS,INGLÉS PARA TURISMO V,01,06:30-08:00,Lu-Mie-Vie,PRIMERA,ORDINARIA,14,15,EN LINEA
2022-02-16,DIAM-DG,Facultad de Informática y Ciencias Aplicadas,CIENCIAS APLICADAS AREA ARQUITECTURA,DISEÑO DE AMBIENTACIÓN GRÁFICA,01,06:30-08:00,Mie-Sab,PRIMERA,ORDINARIA,20,20,EN LINEA
2022-02-16,INI3-I,Facultad de Ciencias Sociales,IDIOMAS,INGLÉS PARA NEGOCIOS III,01,06:30-08:00,Lu-Mie-Vie,PRIMERA,ORDINARIA,60,58,EN LINEA
2022-02-16,INT3-I,Facultad de Ciencias Sociales,IDIOMAS,INGLÉS PARA NEGOCIOS III,01,06:30-08:00,Lu-Mie-Vie,PRIMERA,ORDINARIA,29,27,EN LINEA
2022-02-16,INGC4-I,Facultad de Ciencias Sociales,IDIOMAS,INGLÉS PARA COMUNICACIONES IV,01,06:30-08:00,Lu-Mie-Vie,PRIMERA,ORDINARIA,17,17,EN LINEA
2022-02-16,ESTP-I,Facultad de Informática y Ciencias Aplicadas,CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS,ESTADÍSTICA I,01,06:30-08:00,Mie-Sab,PRIMERA,ORDINARIA,64,61,EN LINEA
2022-02-16,ING1-H,Facultad de Ciencias Sociales,IDIOMAS,INGLÉS I,03,06:30-08:00,Mie-Sab,PRIMERA,ORDINARIA,51,49,EN LINEA
2022-02-16,BAS1-I,Facultad de Informática y Ciencias Aplicadas,INFORMATICA,BASES DE DATOS I,01,06:30-08:00,Mie-Sab,PRIMERA,ORDINARIA,51,48,EN LINEA
2022-02-16,DEEM-N,Facultad de Ciencias Empresariales,NEGOCIOS,DESARROLLO DE EMPRENDEDORES,03,06:30-08:00,Mie-Sab,PRIMERA,ORDINARIA,34,35,EN LINEA
2022-02-16,PSICO-H,Facultad de Ciencias Sociales,PSICOLOGIA,PSICOLOGÍA COMUNITARIA,01,06:30-08:00,Mie-Sab,PRIMERA,ORDINARIA,24,24,EN LINEA
2022-02-16,INGC7-I,Facultad de Ciencias Sociales,IDIOMAS,INGLÉS PARA COMUNICACIONES VII,01,06:30-08:00,Lu-Mie-Vie,PRIMERA,ORDINARIA,33,31,EN LINEA
2022-02-16,INGC2-I,Facultad de Ciencias Sociales,IDIOMAS,INGLÉS PARA COMUNICACIONES II,01,06:30-08:00,Lu-Mie-Vie,PRIMERA,ORDINARIA,12,11,EN LINEA
2022-02-16,DPCM1-D,Facultad de Derecho,DERECHO,DERECHO PROCESAL CIVIL Y MERCANTIL I,01,06:30-08:00,Mie-Sab,PRIMERA,ORDINARIA,62,59,EN LINEA
2022-02-16,TADI-AC,Facultad de Informática y Ciencias Aplicadas,CIENCIAS APLICADAS AREA ARQUITECTURA,TALLER DE DISEÑO BITRIDIMENSIONAL,01,06:30-08:00,Mie-Sab,PRIMERA,ORDINARIA,19,17,EN LINEA
2022-02-16,PSFO-H,Facultad de Ciencias Sociales,PSICOLOGIA,PSICOLOGÍA FORENSE,01,06:30-08:00,Mie-Sab,PRIMERA,ORDINARIA,67,67,EN LINEA
2022-02-16,TTI-H,Facultad de Ciencias Sociales,IDIOMAS,TÉCNICAS DE TRADUCCIONES E INTERPRETACIÓN,01,06:30-08:00,Mie-Sab,PRIMERA,ORDINARIA,39,41,EN LINEA
2022-02-16,INI4-I,Facultad de Ciencias Sociales,IDIOMAS,INGLÉS PARA NEGOCIOS IV,01,06:30-08:00,Lu-Mie-Vie,PRIMERA,ORDINARIA,56,52,EN LINEA
2022-02-16,INT4-I,Facultad de Ciencias Sociales,IDIOMAS,INGLÉS PARA NEGOCIOS IV,01,06:30-08:00,Lu-Mie-Vie,PRIMERA,ORDINARIA,32,31,EN LINEA
2022-02-16,LOCO-N,Facultad de Informática y Ciencias Aplicadas,INFORMATICA,LÓGICA COMPUTACIONAL,01,06:30-08:00,Mie-Sab,PRIMERA,ORDINARIA,34,34,EN LINEA
2022-02-16,SICAI-T,Facultad de Informática y Ciencias Aplicadas,CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS,INGLÉS TÉCNICO V (SISTEMA DE CONTROL ADMINISTRATIVO),01,06:30-08:00,Lu-Mie-Vie,PRIMERA,ORDINARIA,13,13,EN LINEA
2022-02-16,INGC6-I,Facultad de Ciencias Sociales,IDIOMAS,INGLÉS PARA COMUNICACIONES VI,01,06:30-08:00,Lu-Mie-Vie,PRIMERA,ORDINARIA,12,12,EN LINEA
2022-02-16,INI6-I,Facultad de Ciencias Sociales,IDIOMAS,INGLÉS PARA NEGOCIOS VI,01,06:30-08:00,Lu-Mie-Vie,PRIMERA,ORDINARIA,30,29,EN LINEA
2022-02-16,INT6-I,Facultad de Ciencias Sociales,IDIOMAS,INGLÉS PARA TURISMO VI,01,06:30-08:00,Lu-Mie-Vie,PRIMERA,ORDINARIA,4,5,EN LINEA
2022-02-16,DEREN-D,Facultad de Derecho,DERECHO,DERECHO REGISTRAL,01,06:30-08:00,Mie-Sab,PRIMERA,ORDINARIA,86,78,EN LINEA
2022-02-16,INI2-I,Facultad de Ciencias Sociales,IDIOMAS,INGLÉS PARA NEGOCIOS II,01,06:30-08:00,Lu-Mie-Vie,PRIMERA,ORDINARIA,54,51,EN LINEA
2022-02-16,INT2-I,Facultad de Ciencias Sociales,IDIOMAS,INGLÉS PARA NEGOCIOS II,01,06:30-08:00,Lu-Mie-Vie,PRIMERA,ORDINARIA,27,26,EN LINEA
2022-02-16,INGC8-I,Facultad de Ciencias Sociales,IDIOMAS,INGLÉS PARA COMUNICACIONES VIII,01,06:30-08:00,Lu-Mie-Vie,PRIMERA,ORDINARIA,22,22,EN LINEA
2022-02-16,ALG1-E,Facultad de Informática y Ciencias Aplicadas,INFORMATICA,ALGORITMOS I,02,06:30-08:00,Mie-Sab,PRIMERA,ORDINARIA,18,15,EN LINEA
2022-02-16,SICA-I,Facultad de Informática y Ciencias Aplicadas,CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS,SISTEMA DE CONTROL ADMINISTRATIVO,02,06:30-08:00,Mie-Sab,PRIMERA,ORDINARIA,83,82,EN LINEA
2022-02-16,INI1-I,Facultad de Ciencias Sociales,IDIOMAS,INGLÉS PARA NEGOCIOS I,01,06:30-08:00,Lu-Mie-Vie,PRIMERA,ORDINARIA,62,58,EN LINEA
2022-02-16,INT1-I,Facultad de Ciencias Sociales,IDIOMAS,INGLÉS PARA NEGOCIOS I,01,06:30-08:00,Lu-Mie-Vie,PRIMERA,ORDINARIA,28,25,EN LINEA
2022-02-16,INGC1-I,Facultad de Ciencias Sociales,IDIOMAS,INGLÉS PARA COMUNICACIONES I,01,06:30-08:00,Lu-Mie-Vie,PRIMERA,ORDINARIA,41,38,EN LINEA
2022-02-16,INGC3-I,Facultad de Ciencias Sociales,IDIOMAS,INGLÉS PARA COMUNICACIONES III,01,06:30-08:00,Lu-Mie-Vie,PRIMERA,ORDINARIA,34,34,EN LINEA
2022-02-16,IA1-H,Facultad de Ciencias Sociales,IDIOMAS,INGLÉS AVANZADO I,01,06:30-08:00,Lu-Mie-Vie,PRIMERA,ORDINARIA,64,60,EN LINEA
2022-02-16,DEC4-D06,Facultad de Derecho,DERECHO,DERECHO CIVIL IV,01,06:30-08:00,Mie-Sab,PRIMERA,ORDINARIA,90,80,EN LINEA
2022-02-16,INI7-I,Facultad de Ciencias Sociales,IDIOMAS,INGLÉS PARA NEGOCIOS VII,01,06:30-08:00,Lu-Mie-Vie,PRIMERA,ORDINARIA,50,53,EN LINEA
2022-02-16,INT7-I,Facultad de Ciencias Sociales,IDIOMAS,INGLÉS PARA TURISMO VII,01,06:30-08:00,Lu-Mie-Vie,PRIMERA,ORDINARIA,18,18,EN LINEA
2022-02-16,COF2-E,Facultad de Ciencias Empresariales,NEGOCIOS,CONTABILIDAD FINANCIERA II,01,06:30-08:00,Mie-Sab,PRIMERA,ORDINARIA,60,52,EN LINEA
2022-02-16,DEFA-D,Facultad de Derecho,DERECHO,DERECHO DE FAMILIA,01,06:30-08:00,Mie-Sab,PRIMERA,ORDINARIA,66,64,EN LINEA
2022-02-16,EXOE-H,Facultad de Ciencias Sociales,IDIOMAS,EXPRESIÓN ORAL Y ESCRITA DEL ESPAÑOL,02,06:30-08:00,Mie-Sab,PRIMERA,ORDINARIA,64,58,EN LINEA
2022-02-16,DEC3-D06,Facultad de Derecho,DERECHO,DERECHO CIVIL III,01,06:30-08:00,Mie-Sab,PRIMERA,ORDINARIA,41,40,EN LINEA
2022-02-16,II1-H,Facultad de Ciencias Sociales,IDIOMAS,INGLÉS INTERMEDIO I,01,06:30-08:00,Lu-Mie-Vie,PRIMERA,ORDINARIA,16,12,EN LINEA
2022-02-16,MAT2-T,Facultad de Informática y Ciencias Aplicadas,CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS,MATEMÁTICA II,02,06:30-08:00,Mie-Sab,PRIMERA,ORDINARIA,16,15,EN LINEA
2022-02-16,OPFAI-T,Facultad de Informática y Ciencias Aplicadas,CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS,INGLÉS TÉCNICO I (OPERACIONES DE FABRICACIÓN),01,06:30-08:00,Lu-Mie-Vie,PRIMERA,ORDINARIA,27,24,EN LINEA
2022-02-16,OPFAI-T,Facultad de Informática y Ciencias Aplicadas,CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS,INGLÉS TÉCNICO I (OPERACIONES DE FABRICACIÓN),01,06:30-08:00,Lu-Mie-Vie,PRIMERA,DIFERIDA,27,2,EN LINEA
2022-02-16,DIBT-I,Facultad de Informática y Ciencias Aplicadas,CIENCIAS APLICADAS AREA ARQUITECTURA,DIBUJO TÉCNICO,01,06:30-08:00,Mie-Sab,PRIMERA,ORDINARIA,45,30,EN LINEA
2022-02-16,DPP2-D,Facultad de Derecho,DERECHO,DERECHO PROCESAL PENAL II,01,06:30-08:00,Mie-Sab,PRIMERA,ORDINARIA,46,46,EN LINEA
2022-02-16,DPP2-D,Facultad de Derecho,DERECHO,DERECHO PROCESAL PENAL II,01,06:30-08:00,Mie-Sab,PRIMERA,DIFERIDA,46,2,EN LINEA
2022-02-16,DEEM-N,Facultad de Ciencias Empresariales,NEGOCIOS,DESARROLLO DE EMPRENDEDORES,01,06:30-08:00,Mie-Sab,PRIMERA,ORDINARIA,68,66,EN LINEA
2022-02-16,SIPRI-T,Facultad de Informática y Ciencias Aplicadas,CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS,INGLÉS TÉCNICO IV (SISTEMAS INTEGRADOS ADMINISTRATIVOS),01,06:30-08:00,Lu-Mie-Vie,PRIMERA,ORDINARIA,8,8,EN LINEA
2022-02-16,IA3-H,Facultad de Ciencias Sociales,IDIOMAS,INGLÉS AVANZADO III,02,18:40-20:10,Lu-Mie-Vie,PRIMERA,ORDINARIA,51,51,EN LINEA
2022-02-16,REA1-A,Facultad de Ciencias Sociales,ANTROPOLOGIA,REALIDAD NACIONAL,14,18:40-20:10,Lu-Mie,PRIMERA,ORDINARIA,126,120,EN LINEA
2022-02-16,INF1-I,Facultad de Informática y Ciencias Aplicadas,INFORMATICA,INFORMÁTICA,06,09:30-11:00,Mie-Sab,PRIMERA,ORDINARIA,44,31,EN LINEA
2022-02-16,FOPU-H,Facultad de Ciencias Sociales,COMUNICACIONES,FOTOGRAFÍA PUBLICITARIA,01,18:40-20:10,Lu-Mie,PRIMERA,ORDINARIA,116,102,EN LINEA
2022-02-16,FOTO-H,Facultad de Ciencias Sociales,COMUNICACIONES,FOTOGRAFÍA,02,18:40-20:10,Lu-Mie,PRIMERA,ORDINARIA,49,48,EN LINEA
2022-02-16,MES1-I,Facultad de Informática y Ciencias Aplicadas,CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS,ESTÁTICA,01,18:40-20:10,Lu-Mie,PRIMERA,ORDINARIA,59,58,EN LINEA
2022-02-16,II1-H,Facultad de Ciencias Sociales,IDIOMAS,INGLÉS INTERMEDIO I,04,18:40-20:10,Lu-Mie-Vie,PRIMERA,ORDINARIA,32,31,EN LINEA
2022-02-16,TADT-DG,Facultad de Informática y Ciencias Aplicadas,CIENCIAS APLICADAS AREA ARQUITECTURA,TALLER DE DISEÑO TRIDIMENSIONAL,01,18:40-20:10,Lu-Mie,PRIMERA,ORDINARIA,62,51,EN LINEA
2022-02-16,AUGU-E,Facultad de Ciencias Empresariales,NEGOCIOS,AUDITORÍA GUBERNAMENTAL,01,18:40-20:10,Lu-Mie,PRIMERA,ORDINARIA,102,103,EN LINEA
2022-02-16,TAI3-AC,Facultad de Informática y Ciencias Aplicadas,CIENCIAS APLICADAS AREA ARQUITECTURA,TALLER INTEGRAL III,01,06:30-08:00,Lu-Mie-Vie,PRIMERA,ORDINARIA,40,38,EN LINEA
2022-02-16,APU-I,Facultad de Informática y Ciencias Aplicadas,INFORMATICA,ADMINISTRACIÓN DE PERFILES DE USUARIOS EN BASES DE DATOS,01,18:40-20:10,Lu-Mie,PRIMERA,ORDINARIA,9,9,EN LINEA
2022-02-16,PSEM-H,Facultad de Ciencias Sociales,PSICOLOGIA,PSICOLOGÍA EMPRESARIAL,03,18:40-20:10,Lu-Mie,PRIMERA,ORDINARIA,130,122,EN LINEA
2022-02-16,LOJU-D,Facultad de Derecho,DERECHO,LÓGICA JURÍDICA,02,18:40-20:10,Lu-Mie,PRIMERA,ORDINARIA,120,117,EN LINEA
2022-02-16,ET3Q-T,Facultad de Informática y Ciencias Aplicadas,CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS,AUDITORÍA DE GESTIÓN DE LA CALIDAD (ETC3),01,18:40-20:10,Lu-Mie,PRIMERA,ORDINARIA,24,23,EN LINEA
2022-02-16,DIAN-DG,Facultad de Informática y Ciencias Aplicadas,CIENCIAS APLICADAS AREA ARQUITECTURA,DISEÑO DE ANIMACIÓN,01,18:40-20:10,Lu-Mie,PRIMERA,ORDINARIA,110,106,EN LINEA
2022-02-16,EDPRO-H,Facultad de Ciencias Sociales,COMUNICACIONES,EDITORIAL Y PROPAGANDA,02,18:40-20:10,Lu-Mie,PRIMERA,ORDINARIA,63,61,EN LINEA
2022-02-16,PREP-E,Facultad de Ciencias Empresariales,NEGOCIOS,PRESUPUESTO DE LA EMPRESA PRIVADA,02,18:40-20:10,Lu-Mie,PRIMERA,ORDINARIA,129,127,EN LINEA
2022-02-16,MAT3-T,Facultad de Informática y Ciencias Aplicadas,CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS,MATEMÁTICA III,02,18:40-20:10,Lu-Mie,PRIMERA,ORDINARIA,128,123,EN LINEA
2022-02-16,EOA-H,Facultad de Ciencias Sociales,IDIOMAS,EXPRESIÓN ORAL AVANZADA,01,18:40-20:10,Lu-Mie,PRIMERA,ORDINARIA,50,50,EN LINEA
2022-02-16,APR1-I,Facultad de Informática y Ciencias Aplicadas,CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS,ADMINISTRACIÓN DE LA PRODUCCIÓN I,02,18:40-20:10,Lu-Mie,PRIMERA,ORDINARIA,115,115,EN LINEA
2022-02-16,PDTV-H,Facultad de Ciencias Sociales,COMUNICACIONES,PRODUCCIÓN EN TELEVISIÓN,02,18:40-20:10,Lu-Mie,PRIMERA,ORDINARIA,38,37,EN LINEA
2022-02-16,PCIN-C,Facultad de Ciencias Sociales,COMUNICACIONES,PLANEACIÓN DE LA COMUNICACIÓN INSTITUCIONAL,01,18:40-20:10,Lu-Mie,PRIMERA,ORDINARIA,43,39,EN LINEA
2022-02-16,HIDI-AC,Facultad de Informática y Ciencias Aplicadas,CIENCIAS APLICADAS AREA ARQUITECTURA,HISTORIA DEL DISEÑO GRÁFICO,01,18:40-20:10,Lu-Mie,PRIMERA,ORDINARIA,40,35,EN LINEA
2022-02-16,NECL-P,Facultad de Ciencias Sociales,PSICOLOGIA,NEUROPSICOLOGÍA CLÍNICA,02,18:40-20:10,Lu-Mie,PRIMERA,ORDINARIA,110,110,EN LINEA
2022-02-16,PASO-H,Facultad de Ciencias Sociales,PSICOLOGIA,PATOLOGÍA SOCIAL,01,18:40-20:10,Lu-Mie,PRIMERA,ORDINARIA,95,93,EN LINEA
2022-02-16,HISI-I,Facultad de Informática y Ciencias Aplicadas,CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS,ADMÓN. DE LA HIGIENE Y SEGURIDAD INDUSTRIAL,01,18:40-20:10,Lu-Mie,PRIMERA,ORDINARIA,103,99,EN LINEA
2022-02-16,CDC1-E,Facultad de Ciencias Empresariales,NEGOCIOS,CONTABILIDAD DE COSTOS I,05,18:40-20:10,Lu-Mie,PRIMERA,ORDINARIA,102,100,EN LINEA
2022-02-16,BAS1-I,Facultad de Informática y Ciencias Aplicadas,INFORMATICA,BASES DE DATOS I,02,18:40-20:10,Lu-Mie,PRIMERA,ORDINARIA,97,97,EN LINEA
2022-02-16,INVM-T,Facultad de Informática y Ciencias Aplicadas,CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS,INVESTIGACIÓN DE MERCADOS,01,18:40-20:10,Lu-Mie,PRIMERA,ORDINARIA,129,127,EN LINEA
2022-02-16,DEIN-H,Facultad de Ciencias Sociales,PSICOLOGIA,DESARROLLO INDIVIDUAL,07,18:40-20:10,Lu-Mie,PRIMERA,ORDINARIA,85,78,EN LINEA
2022-02-16,PROG3-I,Facultad de Informática y Ciencias Aplicadas,INFORMATICA,PROGRAMACIÓN III,02,18:40-20:10,Lu-Mie,PRIMERA,ORDINARIA,102,99,EN LINEA
2022-02-16,TTI-H,Facultad de Ciencias Sociales,IDIOMAS,TÉCNICAS DE TRADUCCIONES E INTERPRETACIÓN,02,18:40-20:10,Lu-Mie,PRIMERA,ORDINARIA,104,103,EN LINEA
2022-02-16,TAI5-AC,Facultad de Informática y Ciencias Aplicadas,CIENCIAS APLICADAS AREA ARQUITECTURA,TALLER INTEGRAL V,01,06:30-08:00,Lu-Mie-Vie,PRIMERA,ORDINARIA,40,40,EN LINEA
2022-02-16,SIOP-T,Facultad de Informática y Ciencias Aplicadas,INFORMATICA,INFORMÁTICA TÉCNICA,02,18:40-20:10,Lu-Mie,PRIMERA,ORDINARIA,17,17,EN LINEA
2022-02-16,PEST-H,Facultad de Informática y Ciencias Aplicadas,CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS,PSICO-ESTADÍSTICA,01,18:40-20:10,Lu-Mie,PRIMERA,ORDINARIA,87,85,EN LINEA
2022-02-16,FEPI-I,Facultad de Informática y Ciencias Aplicadas,CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS,FORMULACIÓN Y EVALUACIÓN DE PROYECTOS,02,06:30-08:00,Mie-Sab,PRIMERA,ORDINARIA,83,83,EN LINEA
2022-02-16,EI-I,Facultad de Informática y Ciencias Aplicadas,CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS,ESTADÍSTICA Y PROBABILIDADES,01,06:30-08:00,Mie-Sab,PRIMERA,ORDINARIA,84,82,EN LINEA
2022-02-16,IA1-H,Facultad de Ciencias Sociales,IDIOMAS,INGLÉS AVANZADO I,03,18:40-20:10,Lu-Mie-Vie,PRIMERA,ORDINARIA,63,64,EN LINEA
2022-02-16,MPRO-I,Facultad de Informática y Ciencias Aplicadas,CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS,MÉTODOS PROBABILÍSTICOS,01,18:40-20:10,Lu-Mie,PRIMERA,ORDINARIA,83,77,EN LINEA
2022-02-16,DEM2N-D,Facultad de Derecho,DERECHO,DERECHO MERCANTIL II,02,18:40-20:10,Lu-Mie,PRIMERA,ORDINARIA,121,119,EN LINEA
2022-02-16,DIMA-DG,Facultad de Informática y Ciencias Aplicadas,CIENCIAS APLICADAS AREA ARQUITECTURA,DISEÑO DE MARKETING,01,18:40-20:10,Lu-Mie,PRIMERA,ORDINARIA,26,26,EN LINEA
2022-02-16,TAI1-AC,Facultad de Informática y Ciencias Aplicadas,CIENCIAS APLICADAS AREA ARQUITECTURA,TALLER INTEGRAL I,02,18:40-20:10,Lu-Mie-Vie,PRIMERA,ORDINARIA,28,24,EN LINEA
2022-02-16,ELE1-I,Facultad de Informática y Ciencias Aplicadas,INFORMATICA,ELECTRÓNICA,02,18:40-20:10,Lu-Mie,PRIMERA,ORDINARIA,97,96,EN LINEA
2022-02-16,EMST-T,Facultad de Ciencias Empresariales,NEGOCIOS,EMPRESAS DE SERVICIOS TURÍSTICOS,02,18:40-20:10,Lu-Mie,PRIMERA,ORDINARIA,13,12,EN LINEA
2022-02-16,TAI1-AC,Facultad de Informática y Ciencias Aplicadas,CIENCIAS APLICADAS AREA ARQUITECTURA,TALLER INTEGRAL I,01,06:30-08:00,Lu-Mie-Vie,PRIMERA,ORDINARIA,59,58,EN LINEA
2022-02-16,ALG1-E,Facultad de Informática y Ciencias Aplicadas,INFORMATICA,ALGORITMOS I,05,18:40-20:10,Lu-Mie,PRIMERA,ORDINARIA,69,60,EN LINEA
2022-02-16,ETI2-T,Facultad de Informática y Ciencias Aplicadas,CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS,MANEJO DE MATERIALES Y ADMINISTRACIÓN DE ALMACENES,01,06:30-08:00,Mie-Sab,PRIMERA,ORDINARIA,16,14,EN LINEA
2022-02-16,FEPI-DG,Facultad de Informática y Ciencias Aplicadas,CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS,DESARROLLO DE PROYECTOS,01,18:40-20:10,Lu-Mie,PRIMERA,ORDINARIA,75,74,EN LINEA
2022-02-16,CDLA-E,Facultad de Derecho,DERECHO,ESTUDIO DE LA CONSTITUCIÓN,07,18:40-20:10,Lu-Mie,PRIMERA,ORDINARIA,68,65,EN LINEA
2022-02-16,PAA1-AC,Facultad de Informática y Ciencias Aplicadas,CIENCIAS APLICADAS AREA ARQUITECTURA,PATRIMONIO ARQUITECTÓNICO I,01,18:40-20:10,Lu-Mie,PRIMERA,ORDINARIA,15,14,EN LINEA
2022-02-16,AUTO-T,Facultad de Informática y Ciencias Aplicadas,CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS,AUTOMATIZACIÓN INDUSTRIAL Y ROBÓTICA,01,18:40-20:10,Lu-Mie,PRIMERA,ORDINARIA,34,33,EN LINEA
2022-02-16,ARTE-T,Facultad de Informática y Ciencias Aplicadas,INFORMATICA,ADMINISTRACIÓN DE RECURSOS TECNOLÓGICOS,01,18:40-20:10,Lu-Mie,PRIMERA,ORDINARIA,39,39,EN LINEA
2022-02-16,OPPU-H,Facultad de Ciencias Sociales,COMUNICACIONES,OPINIÓN PÚBLICA,02,18:40-20:10,Lu-Mie,PRIMERA,ORDINARIA,71,65,EN LINEA
2022-02-16,METI-A,Facultad de Ciencias Sociales,IDIOMAS,MÉTODOS DE INVESTIGACIÓN EDUCATIVA,01,18:40-20:10,Lu-Mie,PRIMERA,ORDINARIA,82,81,EN LINEA
2022-02-16,IB2-H,Facultad de Ciencias Sociales,IDIOMAS,INGLÉS BÁSICO II,02,18:40-20:10,Lu-Mie-Vie,PRIMERA,ORDINARIA,13,12,EN LINEA
2022-02-16,GECO-E,Facultad de Ciencias Empresariales,NEGOCIOS,GERENCIA DE CONFLICTOS,01,18:40-20:10,Lu-Mie,PRIMERA,ORDINARIA,94,93,EN LINEA
2022-02-16,TED1-AC,Facultad de Informática y Ciencias Aplicadas,CIENCIAS APLICADAS AREA ARQUITECTURA,TECNOLOGÍA DIGITAL I,03,18:40-20:10,Lu-Mie,PRIMERA,ORDINARIA,33,29,EN LINEA
2022-02-16,EXOE-H,Facultad de Ciencias Sociales,IDIOMAS,EXPRESIÓN ORAL Y ESCRITA DEL ESPAÑOL,11,18:40-20:10,Lu-Mie,PRIMERA,ORDINARIA,95,90,EN LINEA
2022-02-16,BIOG-H,Facultad de Ciencias Sociales,PSICOLOGIA,BIOLOGÍA GENERAL,02,18:40-20:10,Lu-Mie,PRIMERA,ORDINARIA,93,86,EN LINEA
2022-02-16,ETI3-T,Facultad de Informática y Ciencias Aplicadas,CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS,MODELOS DE DECISIÓN II,01,18:40-20:10,Lu-Mie,PRIMERA,ORDINARIA,49,49,EN LINEA
2022-02-16,IA2-H,Facultad de Ciencias Sociales,IDIOMAS,INGLÉS AVANZADO II,02,18:40-20:10,Lu-Mie-Vie,PRIMERA,ORDINARIA,41,37,EN LINEA
2022-02-16,INF1-I,Facultad de Informática y Ciencias Aplicadas,INFORMATICA,INFORMÁTICA,11,18:40-20:10,Lu-Mie,PRIMERA,ORDINARIA,73,69,EN LINEA
2022-02-16,INME-E,Facultad de Ciencias Empresariales,NEGOCIOS,INVESTIGACIÓN DE MERCADO,02,18:40-20:10,Lu-Mie,PRIMERA,ORDINARIA,79,80,EN LINEA
2022-02-16,ESTP-I,Facultad de Informática y Ciencias Aplicadas,CIENCIAS APLICADAS AREA INDUSTRIAL Y MATEMATICAS,ESTADÍSTICA I,02,08:00-11:00,Mie,PRIMERA,ORDINARIA,59,55,EN LINEA
2022-02-16,TGDP-D,Facultad de Derecho,DERECHO,INTRODUCCIÓN AL DERECHO PROCESAL,01,18:40-20:10,Lu-Mie,PRIMERA,ORDINARIA,57,57,EN LINEA
2022-02-16,INT1-I,Facultad de Ciencias Sociales,IDIOMAS,INGLÉS PARA NEGOCIOS I,02,18:05-19:35,Lu-Mie-Vie,PRIMERA,ORDINARIA,19,18,EN LINEA
2022-02-16,INI1-I,Facultad de Ciencias Sociales,IDIOMAS,INGLÉS PARA NEGOCIOS I,02,18:05-19:35,Lu-Mie-Vie,PRIMERA,ORDINARIA,40,36,EN LINEA
